          Dimensions           Particles         Metro-steps               Omega          StepLength                 WF1                 WF2              Energy          Energy_std          Energy_var       Accept_number        Accept_ratio        Imposampling          Analytical
                   3                  10               32768             1.00000             1.50000             0.80000             1.00000            16.57894             2.00729             4.02922                7510             0.22919                   0                   1
                   3                  10               32768             1.00000             1.55000             0.20000             1.00000            21.68647             4.17296            17.41357               16761             0.51151                   0                   1
                   3                  10               32768             1.00000             1.55000             0.30000             1.00000            17.22022             2.18245             4.76308               13911             0.42453                   0                   1
                   3                  10               32768             1.00000             1.55000             0.40000             1.00000            15.36942             0.88189             0.77773               11783             0.35959                   0                   1
                   3                  10               32768             1.00000             1.55000             0.60000             1.00000            15.24246             0.73572             0.54128                8874             0.27081                   0                   1
                   3                  10               32768             1.00000             1.55000             0.70000             1.00000            15.87342             1.28996             1.66401                7897             0.24100                   0                   1
                   3                  10               32768             1.00000             1.55000             0.80000             1.00000            16.59249             1.87769             3.52572                6940             0.21179                   0                   1
                   3                  10               32768             1.00000             1.60000             0.20000             1.00000            21.52546             4.00837            16.06703               16331             0.49838                   0                   1
                   3                  10               32768             1.00000             1.60000             0.30000             1.00000            17.10274             2.16705             4.69611               13541             0.41324                   0                   1
                   3                  10               32768             1.00000             1.60000             0.40000             1.00000            15.40481             0.90582             0.82051               11329             0.34573                   0                   1
                   3                  10               32768             1.00000             1.60000             0.60000             1.00000            15.28848             0.68842             0.47393                8409             0.25662                   0                   1
                   3                  10               32768             1.00000             1.60000             0.70000             1.00000            15.99086             1.28441             1.64971                7261             0.22159                   0                   1
                   3                  10               32768             1.00000             1.60000             0.80000             1.00000            16.73040             1.87872             3.52958                6525             0.19913                   0                   1
                   3                  10               32768             1.00000             1.65000             0.20000             1.00000            21.68916             4.02636            16.21155               15920             0.48584                   0                   1
                   3                  10               32768             1.00000             1.65000             0.30000             1.00000            17.06333             2.08696             4.35539               13068             0.39880                   0                   1
                   3                  10               32768             1.00000             1.65000             0.40000             1.00000            15.36349             0.91296             0.83349               11080             0.33813                   0                   1
                   3                  10               32768             1.00000             1.65000             0.60000             1.00000            15.26227             0.72241             0.52188                8037             0.24527                   0                   1
                   3                  10               32768             1.00000             1.65000             0.70000             1.00000            15.82068             1.35387             1.83296                7101             0.21671                   0                   1
                   3                  10               32768             1.00000             1.65000             0.80000             1.00000            16.69087             1.89428             3.58829                6197             0.18912                   0                   1
                   3                  10               32768             1.00000             1.70000             0.20000             1.00000            21.69237             3.95789            15.66486               15456             0.47168                   0                   1
                   3                  10               32768             1.00000             1.70000             0.30000             1.00000            16.97050             2.04129             4.16685               12556             0.38318                   0                   1
                   3                  10               32768             1.00000             1.70000             0.40000             1.00000            15.33985             0.88660             0.78606               10479             0.31979                   0                   1
                   3                  10               32768             1.00000             1.70000             0.60000             1.00000            15.23057             0.68553             0.46995                7651             0.23349                   0                   1
                   3                  10               32768             1.00000             1.70000             0.70000             1.00000            15.83543             1.26923             1.61094                6634             0.20245                   0                   1
                   3                  10               32768             1.00000             1.70000             0.80000             1.00000            16.65643             1.88050             3.53628                5945             0.18143                   0                   1
                   3                  10               32768             1.00000             1.75000             0.20000             1.00000            21.62999             3.92853            15.43334               15211             0.46420                   0                   1
                   3                  10               32768             1.00000             1.75000             0.30000             1.00000            17.05168             2.14005             4.57984               12168             0.37134                   0                   1
                   3                  10               32768             1.00000             1.75000             0.40000             1.00000            15.42507             0.94300             0.88924               10069             0.30728                   0                   1
                   3                  10               32768             1.00000             1.75000             0.60000             1.00000            15.25702             0.68524             0.46955                7366             0.22479                   0                   1
                   3                  10               32768             1.00000             1.75000             0.70000             1.00000            15.78449             1.38227             1.91067                6370             0.19440                   0                   1
                   3                  10               32768             1.00000             1.75000             0.80000             1.00000            16.68187             1.89427             3.58825                5616             0.17139                   0                   1
                   3                  10               32768             1.00000             1.80000             0.20000             1.00000            21.90906             4.23977            17.97563               14713             0.44901                   0                   1
                   3                  10               32768             1.00000             1.80000             0.30000             1.00000            16.97679             2.13120             4.54201               11780             0.35950                   0                   1
                   3                  10               32768             1.00000             1.80000             0.40000             1.00000            15.34704             0.83987             0.70538                9657             0.29471                   0                   1
                   3                  10               32768             1.00000             1.80000             0.60000             1.00000            15.20367             0.73784             0.54440                6984             0.21313                   0                   1
                   3                  10               32768             1.00000             1.80000             0.70000             1.00000            15.97847             1.29337             1.67281                5898             0.17999                   0                   1
                   3                  10               32768             1.00000             1.80000             0.80000             1.00000            16.64816             1.92967             3.72364                5212             0.15906                   0                   1
                   3                  10               32768             1.00000             1.85000             0.20000             1.00000            21.98735             4.11181            16.90701               14339             0.43759                   0                   1
                   3                  10               32768             1.00000             1.85000             0.30000             1.00000            16.95337             2.04317             4.17455               11296             0.34473                   0                   1
                   3                  10               32768             1.00000             1.85000             0.40000             1.00000            15.39088             0.89740             0.80532                9332             0.28479                   0                   1
                   3                  10               32768             1.00000             1.85000             0.60000             1.00000            15.20682             0.72097             0.51979                6729             0.20535                   0                   1
